timestamp,open,high,low,close,volume
2023-01-01 00:00:00,1899.5611661010962,1899.7644194627778,1899.279335176998,1899.7630131408507,1125
2023-01-01 00:05:00,1899.0229963168947,1899.215490291507,1898.8955127972672,1899.0363977749416,1366
2023-01-01 00:10:00,1898.3084996928221,1898.5649484529602,1898.212688053686,1898.5551782441628,888
2023-01-01 00:15:00,1897.9666762919153,1898.1008153422467,1897.9260923600334,1898.0478610137054,758
2023-01-01 00:20:00,1897.6380482860845,1897.850424426261,1897.256192611427,1897.8462555019992,890
2023-01-01 00:25:00,1897.0277411307043,1897.2099723288056,1896.2640479776126,1897.130691896274,1203
2023-01-01 00:30:00,1896.3245481427944,1896.7252015519498,1895.56141846682,1896.5335189728391,533
2023-01-01 00:35:00,1895.8771047809212,1896.336213009187,1895.7240365268246,1895.7504697395082,1833
2023-01-01 00:40:00,1895.3307232536508,1895.6282253136073,1895.1872084739582,1895.2288181312488,448
2023-01-01 00:45:00,1894.8412494702566,1895.22594622349,1894.8314198181,1895.0552993910067,616
2023-01-01 00:50:00,1894.805679641726,1895.1365601005284,1894.3901214520736,1895.1224675382323,1113
2023-01-01 00:55:00,1894.095228634949,1894.4463412532484,1893.81996698255,1894.3326510004497,739
2023-01-01 01:00:00,1893.7457730931628,1893.886577622116,1892.9807391238178,1893.7793190336395,1249
2023-01-01 01:05:00,1893.1606735815792,1893.3743721802407,1892.8400797317593,1892.9702549907777,1620
2023-01-01 01:10:00,1892.4641013900598,1892.5264746342004,1891.860071064261,1892.4664032167477,1036
2023-01-01 01:15:00,1892.1584779459622,1892.2547267393384,1891.7890442750972,1891.8481851101158,1454
2023-01-01 01:20:00,1891.8900044420675,1892.3438822039748,1891.8415546957751,1892.1374772685053,1417
2023-01-01 01:25:00,1891.5288180511566,1891.5808632200637,1891.402094985245,1891.5402966962329,1129
2023-01-01 01:30:00,1891.1811461419418,1891.2796668012345,1890.3496471856938,1891.250177574566,1147
2023-01-01 01:35:00,1891.061629389757,1891.3958633103161,1890.9115380297944,1891.3791733248236,1152
2023-01-01 01:40:00,1890.8165234334751,1890.9784788010456,1890.3569556150464,1890.8642941380456,813
2023-01-01 01:45:00,1890.4014475130878,1890.4021050040028,1890.350970378304,1890.3703154246214,971
2023-01-01 01:50:00,1890.0433417287272,1890.1640552009364,1889.7736773973584,1889.8470755639717,1064
2023-01-01 01:55:00,1889.4677089771212,1890.1081173428122,1888.7218101589451,1889.977121104549,1154
2023-01-01 02:00:00,1888.788780881543,1889.4330991479103,1888.4596451156294,1888.4765716675042,616
2023-01-01 02:05:00,1888.417447463243,1888.6106014343502,1888.2476644630983,1888.3144957277382,975
2023-01-01 02:10:00,1887.856288056983,1888.0173737973048,1887.8121878054387,1887.8453292188963,1072
2023-01-01 02:15:00,1887.4266744263502,1887.55448457204,1887.3640143044133,1887.5074244145455,1159
2023-01-01 02:20:00,1886.7560484071184,1886.8337481916928,1886.722503461541,1886.7845621470067,1067
2023-01-01 02:25:00,1886.4616717272163,1886.858882297287,1886.2050725990453,1886.2488794335861,1428
2023-01-01 02:30:00,1885.6498017166725,1885.9476304592663,1885.3927263228882,1885.4048393290457,989
2023-01-01 02:35:00,1885.1291366121218,1885.213192433317,1884.5320896785063,1885.178771685368,693
